diseaseID,GeneID,score
C0002395,3746,0.70549417
C0002395,554,0.70518833
C0002395,3796,0.704013
C0002395,1410,0.7035097
C0002395,5961,0.7015742
C0002395,3551,0.7010673
C0002395,4694,0.70034575
C0002395,1475,0.6970146
C0002395,6628,0.69678855
C0002395,79633,0.69628334
C0002395,39,0.69612193
C0002395,5244,0.6959069
C0002395,4719,0.69516796
C0002395,7139,0.69512886
C0002395,3078,0.693885
C0002395,4627,0.6929832
C0002395,1139,0.6928196
C0002395,2903,0.6927553
C0002395,920,0.6926348
C0002395,4653,0.6919495
C0002395,9631,0.69077057
C0002395,56159,0.6903374
C0002395,2784,0.6902566
C0002395,57010,0.6895791
C0002395,4878,0.689578
C0002395,7399,0.6892256
C0002395,7473,0.68805754
C0002395,2290,0.6871284
C0002395,51053,0.6862152
C0002395,2915,0.6842372
C0002395,3039,0.6828768
C0002395,7414,0.6814858
C0002395,7200,0.6814701
C0002395,387,0.68114626
C0002395,23426,0.6803951
C0002395,823,0.6782628
C0002395,10295,0.6759545
C0002395,79042,0.675362
C0002395,7507,0.6748603
C0002395,4952,0.6743989
C0002395,5015,0.67409813
C0002395,3350,0.6738807
C0002395,10014,0.67380476
C0002395,5649,0.67254657
C0002395,221692,0.67246604
C0002395,3273,0.67170554
C0002395,58,0.67169964
C0002395,6330,0.6700873
C0002395,93183,0.66919386
C0002395,116844,0.6688797
C0002395,270,0.66796494
C0002395,4723,0.6666409
C0002395,84735,0.666368
C0002395,23299,0.6661007
C0002395,4163,0.6631398
C0002395,3113,0.6621612
C0002395,5020,0.6591494
C0002395,5644,0.65857095
C0002395,1056,0.65823984
C0002395,5908,0.657835
C0002395,6336,0.65741384
C0002395,51259,0.65715134
C0002395,3854,0.6561943
C0002395,51204,0.65598094
C0002395,4899,0.65431756
C0002395,9326,0.6534481
C0002395,3073,0.65309
C0002395,22866,0.6525713
C0002395,269,0.6517867
C0002395,4057,0.65160084
C0002395,10265,0.65133554
C0002395,63916,0.65053076
C0002395,775,0.6493945
C0002395,22827,0.6489765
C0002395,57192,0.6478137
C0002395,858,0.6477712
C0002395,55081,0.64753973
C0002395,7390,0.6474724
C0002395,27030,0.6450458
C0002395,6354,0.6446799
C0002395,58484,0.6444179
C0002395,6262,0.6435179
C0002395,55670,0.64317584
C0002395,3363,0.6421148
C0002395,6103,0.6412592
C0002395,2661,0.640458
C0002395,30835,0.6400957
C0002395,23532,0.63972145
C0002395,3753,0.6396051
C0002395,3709,0.6387174
C0002395,10457,0.6385639
C0002395,3910,0.6385136
C0002395,1496,0.63765514
C0002395,10587,0.6375981
C0002395,114609,0.6371282
C0002395,474,0.6360471
C0002395,8660,0.6359637
C0002395,2235,0.63519883
C0002395,6134,0.635138
C0002395,3861,0.6343717
C0002395,128869,0.63415056
C0002395,84152,0.6340797
C0002395,153090,0.6326946
C0002395,9131,0.63223445
C0002395,2773,0.63165814
C0002395,4928,0.6311773
C0002395,64388,0.6302184
C0002395,2253,0.63003623
C0002395,5063,0.62985235
C0002395,1297,0.62900144
C0002395,57104,0.62858534
C0002395,701,0.62767506
C0002395,7498,0.6275302
C0002395,2572,0.62724113
C0002395,3219,0.6260301
C0002395,5426,0.6259087
C0002395,2645,0.62562084
C0002395,22926,0.6249381
C0002395,8028,0.6247164
C0002395,5274,0.6245398
C0002395,10498,0.6243003
C0002395,6446,0.6238471
C0002395,64324,0.6238168
C0002395,5189,0.62371486
C0002395,7019,0.62265146
C0002395,57178,0.62229526
C0002395,29925,0.6219252
C0002395,2904,0.6218742
C0002395,4644,0.62158626
C0002395,26047,0.62099576
C0002395,4261,0.62081563
C0002395,144245,0.6206831
C0002395,7514,0.62031245
C0002395,6569,0.61959267
C0002395,9227,0.6189076
C0002395,10293,0.6188899
C0002395,27089,0.61850643
C0002395,4638,0.61834365
C0002395,10533,0.618199
C0002395,9570,0.61819136
C0002395,7263,0.6172999
C0002395,5230,0.6172223
C0002395,25839,0.6166853
C0002395,5906,0.6160354
C0002395,710,0.615132
C0002395,51099,0.61499184
C0002395,3800,0.61492896
C0002395,83931,0.6147922
C0002395,712,0.6147921
C0002395,23345,0.61460996
C0002395,6405,0.6136217
C0002395,55835,0.6134443
C0002395,462,0.6134191
C0002395,8048,0.61309916
C0002395,9516,0.61290824
C0002395,8557,0.61200666
C0002395,8803,0.6106789
C0002395,3360,0.6104846
C0002395,4149,0.6093532
C0002395,10095,0.60887617
C0002395,3852,0.608582
C0002395,27185,0.60844314
C0002395,1814,0.6083027
C0002395,2157,0.6082759
C0002395,1394,0.6070673
C0002395,8313,0.6066097
C0002395,6281,0.6062019
C0002395,1476,0.6060502
C0002395,6938,0.6055925
C0002395,2890,0.6048455
C0002395,1812,0.604809
C0002395,1193,0.6045869
C0002395,1316,0.6045253
C0002395,79365,0.6034635
C0002395,3295,0.60164136
C0002395,2566,0.6015488
C0002395,6812,0.6004
C0002395,259266,0.5999621
C0002395,56915,0.59925175
C0002395,10461,0.5982026
C0002395,10939,0.5975357
C0002395,1075,0.5974853
C0002395,5192,0.5972912
C0002395,147912,0.59622663
C0002395,23414,0.5960576
C0002395,5378,0.5956745
C0002395,10019,0.59519124
C0002395,9568,0.59442085
C0002395,10733,0.59441006
C0002395,7547,0.5940216
C0002395,4784,0.5938366
C0002395,6674,0.5936595
C0002395,1832,0.5934482
C0002395,134,0.59294236
C0002395,55037,0.5926578
C0002395,4729,0.5919872
C0002395,6331,0.5919327
C0002395,91147,0.59187555
C0002395,169792,0.5913862
C0002395,4646,0.59118265
C0002395,5654,0.58884645
C0002395,5664,0.5886409
C0002395,3426,0.5871245
C0002395,9451,0.58687085
C0002395,8405,0.5858654
C0002395,23474,0.58580124
C0002395,6299,0.58440685
C0002395,6334,0.5842537
C0002395,10232,0.5837404
C0002395,26060,0.5837196
C0002395,3694,0.58342564
C0002395,2902,0.5831249
C0002395,2911,0.5830804
C0002395,18,0.5813433
C0002395,2074,0.58068305
C0002395,25970,0.58037186
C0002395,6297,0.5798153
C0002395,9423,0.57970893
C0002395,6909,0.57955045
C0002395,7416,0.5787457
C0002395,7827,0.5784933
C0002395,3777,0.5782081
C0002395,1840,0.577653
C0002395,1154,0.5775242
C0002395,91754,0.57737267
C0002395,2077,0.57664824
C0002395,2537,0.5766091
C0002395,2250,0.5763014
C0002395,1641,0.5760255
C0002395,2512,0.5757569
C0002395,7018,0.57564986
C0002395,5657,0.5747416
C0002395,8654,0.57362616
C0002395,5195,0.57360065
C0002395,8797,0.5732201
C0002395,4352,0.57262254
C0002395,5337,0.5703117
C0002395,54507,0.57022464
C0002395,1583,0.57005924
C0002395,56848,0.5695097
C0002395,9915,0.5694704
C0002395,1240,0.56941944
C0002395,5122,0.56920165
C0002395,10126,0.5690897
C0002395,785,0.56884694
C0002395,10320,0.56871617
C0002395,23533,0.5678965
C0002395,4487,0.567198
C0002395,26224,0.5671091
C0002395,2897,0.5669694
C0002395,1269,0.5668438
C0002395,3945,0.56680965
C0002395,2596,0.5665591
C0002395,3090,0.5662402
C0002395,4625,0.56518835
C0002395,4359,0.5644549
C0002395,949,0.56441164
C0002395,1727,0.56376064
C0002395,11128,0.5635625
C0002395,1128,0.56334877
C0002395,8802,0.5629614
C0002395,6529,0.5622643
C0002395,776,0.56217784
C0002395,135,0.5615862
C0002395,3737,0.56141204
C0002395,4001,0.56134295
C0002395,1829,0.56129867
C0002395,2495,0.5608838
C0002395,7168,0.56016374
C0002395,284403,0.5599528
C0002395,7283,0.55795777
C0002395,27063,0.55702806
C0002395,79977,0.5568954
C0002395,11311,0.5567305
C0002395,1258,0.5564904
C0002395,440193,0.5564182
C0002395,6844,0.5553318
C0002395,1296,0.5549038
C0002395,6660,0.5547945
C0002395,7296,0.5547743
C0002395,4091,0.55453
C0002395,1290,0.55420995
C0002395,29123,0.55356
C0002395,4094,0.55340225
C0002395,57030,0.55321914
C0002395,53635,0.5530096
C0002395,79890,0.5526063
C0002395,5897,0.5525886
C0002395,374291,0.55243003
C0002395,8504,0.5522251
C0002395,760,0.5520985
C0002395,54968,0.55179566
C0002395,23165,0.55174816
C0002395,8174,0.5516988
C0002395,1291,0.5515966
C0002395,7518,0.5514576
C0002395,3814,0.5511664
C0002395,51168,0.5497838
C0002395,56288,0.5496039
C0002395,5978,0.5489086
C0002395,29110,0.54803383
C0002395,5424,0.5472176
C0002395,8639,0.5460187
C0002395,2071,0.5460046
C0002395,11330,0.5457506
C0002395,148022,0.54528207
C0002395,57492,0.545035
C0002395,3351,0.54469234
C0002395,6399,0.5446646
C0002395,2978,0.544286
C0002395,5160,0.54388046
C0002395,1293,0.5433112
C0002395,2243,0.5426113
C0002395,64218,0.5423971
C0002395,975,0.5418576
C0002395,79718,0.541556
C0002395,8050,0.54084134
C0002395,6102,0.54071575
C0002395,55811,0.5403746
C0002395,55806,0.5398488
C0002395,6999,0.5383792
C0002395,2266,0.538056
C0002395,2289,0.53796947
C0002395,8858,0.5378571
C0002395,5885,0.53779674
C0002395,84705,0.5376224
C0002395,2176,0.5375569
C0002395,7957,0.5373787
C0002395,3192,0.53724676
C0002395,55704,0.53723407
C0002395,1969,0.53699374
C0002395,4502,0.53697926
C0002395,64374,0.5366608
C0002395,6571,0.53586644
C0002395,4886,0.53572106
C0002395,3762,0.5336337
C0002395,24148,0.53334266
C0002395,9015,0.5330215
C0002395,8516,0.53293765
C0002395,26999,0.5329068
C0002395,404672,0.5326531
C0002395,81839,0.5324386
C0002395,3856,0.532313
C0002395,29893,0.5316673
C0002395,5966,0.531154
C0002395,4209,0.5305718
C0002395,51305,0.530026
C0002395,55143,0.5296649
C0002395,5199,0.5295652
C0002395,6915,0.5294958
C0002395,60528,0.5289749
C0002395,4507,0.5286819
C0002395,8625,0.52862644
C0002395,859,0.5284582
C0002395,6517,0.5280852
C0002395,51086,0.5280812
C0002395,7051,0.5277547
C0002395,1138,0.52755576
C0002395,80746,0.52692056
C0002395,84634,0.5268325
C0002395,1938,0.5259552
C0002395,2035,0.525869
C0002395,5698,0.52555925
C0002395,2995,0.5254639
C0002395,5660,0.52529716
C0002395,6444,0.52490306
C0002395,4986,0.52486664
C0002395,1760,0.52481514
C0002395,84515,0.5247538
C0002395,2534,0.52439237
C0002395,9620,0.5235213
C0002395,6295,0.5225183
C0002395,3612,0.5222709
C0002395,488,0.522251
C0002395,57560,0.52216446
C0002395,7031,0.5219511
C0002395,3982,0.5218733
C0002395,152137,0.5212672
C0002395,1406,0.5211324
C0002395,4162,0.5210628
C0002395,6017,0.5210091
C0002395,1230,0.52076656
C0002395,4093,0.5206746
C0002395,56623,0.5203152
C0002395,3691,0.5201009
C0002395,23316,0.51987505
C0002395,1892,0.51937866
C0002395,466,0.519368
C0002395,8291,0.51859826
C0002395,57551,0.5181971
C0002395,8038,0.51817733
C0002395,84733,0.51745844
C0002395,4340,0.51741886
C0002395,489,0.51718414
C0002395,2009,0.5171253
C0002395,1374,0.516896
C0002395,7538,0.5166923
C0002395,6277,0.5161617
C0002395,30061,0.5156485
C0002395,5745,0.51563907
C0002395,50937,0.5155214
C0002395,23513,0.5153849
C0002395,2984,0.5153817
C0002395,3757,0.51528823
C0002395,1804,0.5150516
C0002395,23586,0.51497704
C0002395,2010,0.51489216
C0002395,6369,0.51489174
C0002395,83990,0.51480377
C0002395,51594,0.514187
C0002395,1639,0.51413643
C0002395,29904,0.5139998
C0002395,10847,0.513712
C0002395,10083,0.5132061
C0002395,26160,0.51318985
C0002395,3778,0.5131476
C0002395,3973,0.5130605
C0002395,5927,0.51304317
C0002395,3040,0.5129236
C0002395,10735,0.51286674
C0002395,4633,0.51282114
C0002395,27148,0.5127393
C0002395,84700,0.51226854
C0002395,9533,0.5120168
C0002395,4916,0.5119578
C0002395,657,0.51182175
C0002395,10803,0.51119757
C0002395,6361,0.5111033
C0002395,7297,0.5108114
C0002395,8820,0.5106111
C0002395,5626,0.51033974
C0002395,25978,0.51018995
C0002395,3661,0.51009005
C0002395,93,0.50936687
C0002395,2776,0.5093125
C0002395,8811,0.50927866
C0002395,9733,0.5092469
C0002395,2070,0.5090827
C0002395,1289,0.5082551
C0002395,8643,0.50795084
C0002395,57498,0.507317
C0002395,9051,0.50723326
C0002395,6011,0.5070355
C0002395,83452,0.5065837
C0002395,7166,0.5065621
C0002395,1729,0.5063574
C0002395,1365,0.50624096
C0002395,3759,0.5060383
C0002395,132884,0.5060307
C0002395,7850,0.5054857
C0002395,9319,0.5054291
C0002395,118429,0.50531447
C0002395,6487,0.50473905
C0002395,115650,0.50448686
C0002395,3912,0.50427085
C0002395,3868,0.5038623
C0002395,731,0.50364673
C0002395,5581,0.5033668
C0002395,8243,0.50323504
C0002395,6786,0.503138
C0002395,1441,0.50312555
C0002395,8764,0.50309974
C0002395,145270,0.5029007
C0002395,116,0.5028572
C0002395,4335,0.5024675
C0002395,284086,0.5019826
C0002395,169522,0.5018959
C0002395,7171,0.50187707
C0002395,8893,0.50161064
C0002395,2664,0.5015087
C0002395,5896,0.50144845
C0002395,10280,0.50137645
C0002395,4887,0.5011907
C0002395,1103,0.50090945
C0002395,7155,0.5007217
C0002395,2643,0.5003058
C0002395,5245,0.5000965
C0002395,1132,0.4998213
C0002395,8996,0.49965322
C0002395,9693,0.49953687
C0002395,7306,0.49933177
C0002395,84529,0.49910155
C0002395,10516,0.4984083
C0002395,6832,0.49826455
C0002395,9414,0.49808076
C0002395,91662,0.49805444
C0002395,6712,0.49794337
C0002395,2252,0.49787432
C0002395,8905,0.49771476
C0002395,51366,0.4976074
C0002395,8019,0.49728996
C0002395,1152,0.49720454
C0002395,7167,0.49711496
C0002395,4921,0.49691978
C0002395,5346,0.49691612
C0002395,1284,0.4966992
C0002395,55124,0.49666822
C0002395,10309,0.49665987
C0002395,1781,0.4965735
C0002395,83746,0.4964133
C0002395,78987,0.49638763
C0002395,873,0.49620044
C0002395,10345,0.49610266
C0002395,3741,0.49586973
C0002395,5587,0.4956754
C0002395,79188,0.49555445
C0002395,2815,0.49544457
C0002395,8546,0.495338
C0002395,1815,0.49533153
C0002395,7125,0.49531928
C0002395,2997,0.49482813
C0002395,7546,0.4945265
C0002395,3673,0.49428937
C0002395,80332,0.4942191
C0002395,10863,0.49396223
C0002395,7187,0.4935616
C0002395,11005,0.4933045
C0002395,54822,0.49260134
C0002395,4287,0.492593
C0002395,10021,0.49221247
C0002395,6820,0.49213248
C0002395,667,0.49210456
C0002395,4256,0.492005
C0002395,3483,0.49195555
C0002395,23030,0.49182522
C0002395,64170,0.49164605
C0002395,7201,0.49142236
C0002395,7049,0.4913246
C0002395,5731,0.49127093
C0002395,5923,0.49094653
C0002395,203447,0.4909404
C0002395,22983,0.49069142
C0002395,6558,0.4906695
C0002395,5213,0.49055475
C0002395,1063,0.49048936
C0002395,5081,0.4903761
C0002395,5066,0.4903655
C0002395,8742,0.49032873
C0002395,2175,0.49008647
C0002395,57045,0.48967183
C0002395,27286,0.48966008
C0002395,84062,0.4895954
C0002395,1453,0.48945448
C0002395,5782,0.4888967
C0002395,1981,0.48820424
C0002395,3587,0.48765808
C0002395,3604,0.48759305
C0002395,8295,0.4871447
C0002395,8698,0.48694462
C0002395,6514,0.48631206
C0002395,3554,0.48592466
C0002395,5588,0.4858446
C0002395,348980,0.48549896
C0002395,7050,0.48547238
C0002395,6658,0.48544422
C0002395,23512,0.48489052
C0002395,1143,0.48470622
C0002395,55905,0.48469388
C0002395,56301,0.48451632
C0002395,5582,0.48431867
C0002395,10616,0.484308
C0002395,3547,0.48414254
C0002395,63925,0.4841086
C0002395,5422,0.48379388
C0002395,140628,0.48372808
C0002395,641,0.4833866
C0002395,6363,0.4829027
C0002395,389692,0.48281813
C0002395,1136,0.48272848
C0002395,23,0.4825125
C0002395,1200,0.4823098
C0002395,1395,0.48221934
C0002395,79595,0.4821791
C0002395,5307,0.48194993
C0002395,653,0.48187208
C0002395,2812,0.481716
C0002395,23209,0.48154736
C0002395,6447,0.48141807
C0002395,57216,0.48012316
C0002395,5311,0.47944465
C0002395,5994,0.47926593
C0002395,10060,0.4785596
C0002395,583,0.47850513
C0002395,2861,0.47850466
C0002395,22884,0.4783454
C0002395,57158,0.47811943
C0002395,5696,0.4780395
C0002395,1959,0.47773746
C0002395,9380,0.47765303
C0002395,4216,0.47747707
C0002395,5770,0.47715998
C0002395,4641,0.4770957
C0002395,10653,0.47689423
C0002395,6891,0.47667548
C0002395,92335,0.47652358
C0002395,116085,0.476296
C0002395,26092,0.47555527
C0002395,2760,0.47548124
C0002395,10401,0.47546503
C0002395,2246,0.4753265
C0002395,4628,0.47521245
C0002395,4835,0.4751163
C0002395,1000,0.47492695
C0002395,6320,0.47484457
C0002395,55743,0.47406167
C0002395,8148,0.4738071
C0002395,4607,0.47372168
C0002395,4535,0.4736079
C0002395,93986,0.472804
C0002395,6752,0.47215474
C0002395,51004,0.47203887
C0002395,2556,0.4719302
C0002395,2254,0.47179267
C0002395,4160,0.47175175
C0002395,388531,0.47101182
C0002395,3375,0.4709322
C0002395,5048,0.47067815
C0002395,2202,0.47058558
C0002395,283455,0.4705444
C0002395,6783,0.4705271
C0002395,51042,0.4704646
C0002395,5196,0.47008386
C0002395,1839,0.47002584
C0002395,9636,0.4700141
C0002395,6655,0.46996075
C0002395,8671,0.46975076
C0002395,580,0.46974024
C0002395,4781,0.46965632
C0002395,3207,0.46961492
C0002395,10318,0.46960384
C0002395,4647,0.46953028
C0002395,3624,0.46895853
C0002395,6355,0.4688571
C0002395,816,0.46862793
C0002395,6374,0.46855485
C0002395,6434,0.46821937
C0002395,10529,0.46813405
C0002395,5194,0.4681128
C0002395,51324,0.46808344
C0002395,10785,0.467774
C0002395,165918,0.46775484
C0002395,1121,0.46750146
C0002395,10940,0.46725893
C0002395,3756,0.4671466
C0002395,9232,0.46687704
C0002395,4148,0.46683088
C0002395,1051,0.46615985
C0002395,7915,0.4660964
C0002395,90102,0.46579254
C0002395,4841,0.46554852
C0002395,623,0.46519494
C0002395,2562,0.46502924
C0002395,80153,0.4649627
C0002395,898,0.464838
C0002395,7169,0.46480522
C0002395,92086,0.4639635
C0002395,634,0.4638228
C0002395,317,0.46377525
C0002395,9246,0.4635713
C0002395,3857,0.4634788
C0002395,563,0.46325582
C0002395,6546,0.46325248
C0002395,8831,0.46311468
C0002395,1917,0.46307507
C0002395,10395,0.46302617
C0002395,5264,0.46300802
C0002395,81,0.46293187
C0002395,23224,0.462834
C0002395,5757,0.46237206
C0002395,51364,0.46234682
C0002395,4760,0.46225443
C0002395,1373,0.46211755
C0002395,4514,0.46182084
C0002395,2554,0.4614184
C0002395,80254,0.46083313
C0002395,6337,0.46078688
C0002395,95,0.46069068
C0002395,5824,0.46046165
C0002395,57122,0.46035558
C0002395,27019,0.46025097
C0002395,7185,0.45941997
C0002395,5074,0.45906156
C0002395,1644,0.458749
C0002395,7112,0.4586891
C0002395,22995,0.45824254
C0002395,339855,0.45803237
C0002395,129563,0.45800948
C0002395,221895,0.45797747
C0002395,1828,0.45778587
C0002395,8190,0.45771134
C0002395,9782,0.45754227
C0002395,9928,0.45723337
C0002395,3568,0.45696616
C0002395,2222,0.45690513
C0002395,2348,0.456895
C0002395,57017,0.4567687
C0002395,51156,0.45665222
C0002395,3858,0.45656344
C0002395,103,0.45654023
C0002395,57680,0.4563747
C0002395,4867,0.45623228
C0002395,4208,0.45599636
C0002395,11284,0.45592815
C0002395,2782,0.45581195
C0002395,53616,0.45552027
C0002395,9026,0.45533997
C0002395,2702,0.45510232
C0002395,783,0.45508286
C0002395,5297,0.45506948
C0002395,64072,0.45501018
C0002395,1285,0.4549687
C0002395,624,0.45496625
C0002395,6097,0.45493418
C0002395,360,0.45484662
C0002395,1734,0.45482504
C0002395,23312,0.45446146
C0002395,9,0.45429015
C0002395,58513,0.45426983
C0002395,8467,0.45425728
C0002395,23404,0.4536137
C0002395,490,0.45360428
C0002395,54949,0.45351398
C0002395,1145,0.45345676
C0002395,6507,0.4534198
C0002395,2206,0.45336953
C0002395,84876,0.45273775
C0002395,5354,0.45272708
C0002395,10253,0.45272663
C0002395,2069,0.45255187
C0002395,501,0.45253068
C0002395,54749,0.45208234
C0002395,6854,0.45156008
C0002395,4552,0.4513899
C0002395,362,0.45128375
C0002395,3206,0.451055
C0002395,1232,0.45086902
C0002395,1260,0.45082593
C0002395,10617,0.45068657
C0002395,23767,0.45055103
C0002395,80331,0.45036614
C0002395,9844,0.45029736
C0002395,392255,0.4500647
C0002395,6317,0.44994724
C0002395,8875,0.44965863
C0002395,9992,0.44953588
C0002395,22948,0.44939554
C0002395,8828,0.4491741
C0002395,916,0.44882697
C0002395,5590,0.44876498
C0002395,11133,0.44850528
C0002395,3199,0.4483354
C0002395,27031,0.44829994
C0002395,9101,0.44787565
C0002395,1495,0.44728655
C0002395,10297,0.4471591
C0002395,10456,0.44707912
C0002395,4868,0.4466084
C0002395,23373,0.44655615
C0002395,2770,0.4463787
C0002395,9094,0.44628906
C0002395,871,0.4461634
C0002395,8722,0.44599533
C0002395,9706,0.44599435
C0002395,1298,0.44577706
C0002395,4661,0.44548482
C0002395,1233,0.4452427
C0002395,22955,0.44521952
C0002395,1816,0.44508708
C0002395,3312,0.44497514
C0002395,7855,0.44494843
C0002395,7417,0.44456685
C0002395,9411,0.44440103
C0002395,5318,0.44433817
C0002395,9409,0.44430983
C0002395,2587,0.44429302
C0002395,4714,0.44422668
C0002395,7409,0.44398355
C0002395,10137,0.44397756
C0002395,685,0.44395158
C0002395,6795,0.44351012
C0002395,64399,0.44295895
C0002395,919,0.44276258
C0002395,5830,0.44275135
C0002395,8553,0.44258985
C0002395,7874,0.44252986
C0002395,10815,0.44225484
C0002395,4750,0.44212404
C0002395,10933,0.44212317
C0002395,23360,0.44200557
C0002395,9064,0.44146115
C0002395,664,0.44127688
C0002395,1859,0.44107926
C0002395,59340,0.44106996
C0002395,10468,0.44065297
C0002395,6536,0.4404591
C0002395,5025,0.4402477
C0002395,4879,0.4402167
C0002395,1968,0.43998855
C0002395,55729,0.43981665
C0002395,23193,0.43971255
C0002395,4603,0.4396093
C0002395,6635,0.4392594
C0002395,4821,0.43910378
C0002395,1182,0.4390849
C0002395,2981,0.43892035
C0002395,1404,0.43885142
C0002395,219699,0.43879065
C0002395,6595,0.43878776
C0002395,4214,0.43831727
C0002395,9455,0.43781048
C0002395,2248,0.43753213
C0002395,7341,0.43729442
C0002395,28973,0.43717638
C0002395,176,0.43716693
C0002395,6310,0.437019
C0002395,1737,0.43684787
C0002395,117144,0.43656558
C0002395,1052,0.43647778
C0002395,7504,0.43637776
C0002395,8928,0.43598133
C0002395,476,0.4357186
C0002395,6342,0.43541867
C0002395,6224,0.43527612
C0002395,3094,0.4352029
C0002395,9456,0.4351327
C0002395,5583,0.43505448
C0002395,55644,0.43502265
C0002395,29899,0.43495664
C0002395,6997,0.4349209
C0002395,7225,0.43486077
C0002395,56616,0.43473554
C0002395,6521,0.4346329
C0002395,1308,0.4343871
C0002395,10483,0.43377528
C0002395,8438,0.4337439
C0002395,6091,0.43371278
C0002395,5591,0.43368584
C0002395,6605,0.4333998
C0002395,22933,0.4333642
C0002395,5223,0.43330482
C0002395,6416,0.43290693
C0002395,50615,0.4329037
C0002395,11078,0.43287498
C0002395,53335,0.43279105
C0002395,1407,0.4326793
C0002395,54903,0.43264544
C0002395,378884,0.4325118
C0002395,26135,0.43241277
C0002395,3098,0.43235826
C0002395,7029,0.4321809
C0002395,84839,0.43175918
C0002395,84433,0.4317529
C0002395,10243,0.4312827
C0002395,8192,0.43107846
C0002395,9267,0.4307852
C0002395,5368,0.43067563
C0002395,2796,0.4305377
C0002395,7021,0.43038878
C0002395,90993,0.43036705
C0002395,1719,0.43031287
C0002395,6496,0.43019354
C0002395,7369,0.43003678
C0002395,7275,0.4300355
C0002395,23308,0.42996967
C0002395,7026,0.42948163
C0002395,85458,0.42925847
C0002395,552,0.42909074
C0002395,1299,0.42905027
C0002395,15,0.42900187
C0002395,84033,0.42889655
C0002395,107,0.42870107
C0002395,55690,0.4286372
C0002395,1184,0.42853308
C0002395,3459,0.42823064
C0002395,3931,0.4279512
C0002395,55250,0.42775714
C0002395,2891,0.42767227
C0002395,5795,0.42766494
C0002395,6547,0.42748314
C0002395,6890,0.42737764
C0002395,27151,0.42733207
C0002395,4855,0.4267727
C0002395,5977,0.42667884
C0002395,2886,0.4265219
C0002395,22954,0.4264629
C0002395,4715,0.42646036
C0002395,150,0.42619735
C0002395,477,0.4261742
C0002395,4591,0.42614496
C0002395,23236,0.42573363
C0002395,2703,0.42562145
C0002395,6515,0.4255457
C0002395,111,0.425471
C0002395,1364,0.42535037
C0002395,26173,0.42476144
